,Q,A,label
558,미국 에너지부 / 1977년 8월 4일,org:founded,18
559,한국남동발전 / 유향열,org:top_members/employees,1
560,하드리아누스 / 로마 제국,per:origin,15
561,함부르크 SV / 2008,no_relation,0
562,인테르나치오날레 / 밀라노,org:place_of_headquarters,7
563,영암군 / 전동평,org:top_members/employees,1
564,한국환경산업기술원 / 남광희,org:top_members/employees,1
565,오페스 / 스웨덴,no_relation,0
566,코리아세븐 / 세븐일레븐,org:members,2
567,판 니스텔로이 / 네덜란드,per:origin,15
568,허버트 후버 / 공화당,per:employee_of,6
569,유럽 축구 연맹 / UEFA,org:alternate_names,5
570,베르트 판 마르바이크 / 네덜란드,per:employee_of,6
571,국립중앙도서관 / 국립장애인도서관,no_relation,0
572,방위사업청 / 국방부,org:member_of,20
573,니콜라이 림스키코르사코프 / 작곡가,per:title,4
574,흥선군 / 이하응,org:alternate_names,5
575,안네 매키넨 / 워싱턴 프리덤,per:employee_of,6
576,FC 도쿄 / 2009,no_relation,0
577,마거릿 대처 / 보수당,no_relation,0
578,피르미누 / 브라질,per:origin,15
579,근녕군 / 정빈 고씨,per:parents,21
580,유럽 축구 연맹 / UEFA,org:alternate_names,5
581,마리 앙투아네트 / 루이 16세,per:spouse,17
582,미야모토 신야 / 유격수,no_relation,0
583,국민의당 / 안철수,org:top_members/employees,1
584,토니 블레어 / 노동당,no_relation,0
585,유향열 / 한국남동발전 사장,per:title,4
586,고흥군 / 송귀근,org:top_members/employees,1
587,칼마르 동맹 / 덴마크,org:members,2
588,정경두 / 국방부 장관,per:title,4
589,구카이 / 진언종,per:religion,29
590,쟝쩐위 / 중앙희극학원,per:schools_attended,23
591,한국e스포츠협회 / KeSPA,org:members,2
592,우크라이나 프리미어리그 / FC 디나모 키예프,org:members,2
593,제일약품 / 주식회사,no_relation,0
594,조병옥 / 내무부 장관,per:title,4
595,팽옥린 / 수사제독,per:title,4
596,알렉산더 4세 / 기원전 323년,no_relation,0
597,안산시 / 경기도,org:place_of_headquarters,7
598,여수시 / 권오봉,org:top_members/employees,1
599,진선미 / 변호사,per:title,4
600,최영도 / 김우빈,per:alternate_names,12
601,연남생 / 연헌성,per:children,10
602,드미트리 메드베데프 / 블라디미르 푸틴,no_relation,0
603,PSV 에인트호번 / 네덜란드,org:place_of_headquarters,7
604,해남군 / 명현관,org:top_members/employees,1
605,FC 크로토네 / 1910년,org:founded,18
606,강은비 / 주미진,per:alternate_names,12
607,리가 I / 루마니아,org:member_of,20
608,이시언 / 상도동,no_relation,0
609,부산대학교 / 전호환,org:top_members/employees,1
610,뉴욕 시티 FC / 2015년,no_relation,0
611,민주당 / 민중당,no_relation,0
612,세비야 / 스페인,org:place_of_headquarters,7
613,경남대학교 / 박재규,org:top_members/employees,1
614,아르투로 토스카니니 / 지휘자,per:title,4
615,오뚜기 / 함태호,org:founded_by,28
616,인사혁신처 / 인사처,org:alternate_names,5
617,김아랑 / 쇼트트랙,no_relation,0
618,농림축산식품부 / 농식품부,org:alternate_names,5
619,한국철도공사 / 전라선,org:product,3
620,에리얼 / 인어공주,per:employee_of,6
621,뉴욕 양키스 / 1928,no_relation,0
622,김복진 / 1901년,per:date_of_birth,25
623,조지 5세 / 에드워드 8세,per:children,10
624,키리아코스 파파도풀로스 / 1992년 2월 23일,per:date_of_birth,25
625,넋업샨 / 1979년 9월 20일,per:date_of_birth,25
626,"지상작전사령부 / 제1, 3야전군",no_relation,0
627,조선인민공화국 / 여운형,no_relation,0
628,바오다이 / 응우옌,per:origin,15
629,"최성은 / 시동""",no_relation,0
630,FC 인테르나치오날레 밀라노 / 세리에 A,org:member_of,20
631,스타일쉐어 / 윤자영,org:top_members/employees,1
632,박정희 / 1979년 10월 26일,per:date_of_death,24
633,지승민 / 1978년 9월 12일,per:date_of_birth,25
634,광주여자대학교 / 69명,no_relation,0
635,보건복지부 / 박능후,org:top_members/employees,1
636,콘라트 2세 / 기젤라,per:other_family,13
637,인테르나치오날레 / 밀라노,no_relation,0
638,욤비 토나 / 2002년,no_relation,0
639,영광군 / 김준성,org:top_members/employees,1
640,화순군 / 구충곤,org:top_members/employees,1
641,피치치 / 디에고 포를란,no_relation,0
642,박재규 / 경남대학교,per:employee_of,6
643,싸이월드 / 1999년 9월,org:founded,18
644,구혜선 / 안재현,per:spouse,17
645,한국프로야구 / KBO,org:alternate_names,5
646,어기구 / 더불어민주당,per:employee_of,6
647,피에트로 바돌리오 / 이탈리아,per:place_of_residence,11
648,티모 힐데브란트 / Timo Hildebrand,per:alternate_names,12
649,수비 권씨 / 충숙왕,per:spouse,17
650,S★스파이시 / 스타더스트 프로모션,org:member_of,20
651,상하이 선화 / 베이징 궈안,no_relation,0
652,김이지 / 김희정,per:alternate_names,12
653,수원 삼성 블루윙즈 / 2008,no_relation,0
654,베네딕토 16세 / 1927년 4월 16일,per:date_of_birth,25
655,MFBTY / 윤미래,per:employee_of,6
656,이어령 / 문학평론가,per:title,4
657,홍문관 / 예문관,no_relation,0
658,기시 노부스케 / 상공성,per:employee_of,6
659,아스타나 / 카자흐스탄,org:member_of,20
660,슈테판 츠바이크 / 오스트리아,per:origin,15
661,딥플로우 / Deepflow,per:alternate_names,12
662,안소미 / KBS 24기 공채 개그맨,per:title,4
663,서울 이랜드 FC / K리그 챌린지,org:member_of,20
664,개로왕 / 문주왕,no_relation,0
665,니켈로디언 무비스 / 애니메이션,org:product,3
666,서재필 / 독립운동가,per:title,4
667,더불어민주당 / 문재인,no_relation,0
668,롯데 자이언츠 / 개성고등학교,no_relation,0
669,사비니아노 / 604년 9월 13일,no_relation,0
670,이와사키 타카후미 / 기타리스트,per:title,4
671,네덜란드 / 1715년,no_relation,0
672,국립수목원 / 이유미,org:top_members/employees,1
673,이수건설 / 브라운스톤,org:members,2
674,식품의약품안전처 / 식약처,org:alternate_names,5
675,고연무 / 고구려,per:origin,15
676,이강인 / 발렌시아,per:employee_of,6
677,야로슬라블 / 러시아,per:origin,15
678,마이크로 센터 / 빌 베인,org:founded_by,28
679,안상수 / 송영길,no_relation,0
680,헤디 라마르 / 오스트리아,no_relation,0
681,전태일 / 개신교,no_relation,0
682,진덕여왕 / 선덕여왕,per:other_family,13
683,최규성 / 1950년 2월 4일,per:date_of_birth,25
684,중앙도서관 / 시흥시,org:place_of_headquarters,7
685,엔리코 단돌로 / 베네치아 공화국,per:origin,15
686,코모로 / 프랑스어,no_relation,0
687,울산항만공사 / 고상환,org:top_members/employees,1
688,피츠버그 파이리츠 / 1979,no_relation,0
689,위키미키 / 판타지오,per:employee_of,6
690,유럽 축구 연맹 / UEFA,org:alternate_names,5
691,고이케 유리코 / 도쿄도지사,per:title,4
692,권양숙 / 노무현,per:spouse,17
693,서울대학교 / 1946년,no_relation,0
694,고흥군 / 송귀근,org:top_members/employees,1
695,전희경 / 비례대표,no_relation,0
696,빌 클린턴 / 민주당,per:employee_of,6
697,전라남도교육청 / 장석웅,org:top_members/employees,1
698,배고픈공룡 / 생각투자,no_relation,0
699,내무인민위원회 / 국가정치부,org:members,2
700,크라이엔진 / 게임 엔진,no_relation,0
701,리드 칼리지 / 오리건주 포틀랜드,org:place_of_headquarters,7
702,마이클 잭슨 / Thriller,per:product,8
703,이기붕 / 자유당,per:employee_of,6
704,평화민주당 / 김대중,org:top_members/employees,1
705,낙선군 / 1641년 음력 11월 7일,per:date_of_birth,25
706,멜리나 메르쿠리 / 그리스,per:origin,15
707,김한신 / 화순옹주,per:spouse,17
708,현대 유니콘스 / 1998년,no_relation,0
709,루이 2세 당주 / 욜란다 데 아라곤,per:spouse,17
710,SK텔레콤 / 박정호,org:top_members/employees,1
711,중국 공산당 / 인민일보,no_relation,0
712,킵루츠 / Keeproots,per:alternate_names,12
713,"스위스 / 18,000명",no_relation,0
714,레크레아티보 / 세군다 디비시온,no_relation,0
715,람베르토 2세 / 898년 10월 15일,per:date_of_death,24
716,두산 베어스 / 1986년,no_relation,0
717,통일민주당 / 김영삼,org:top_members/employees,1
718,애틀랜타 브레이브스 / 1995,no_relation,0
719,배삼룡 / 코미디언,per:title,4
720,종로도서관 / 경성도서관,org:alternate_names,5
721,경주시 / 경상북도,no_relation,0
722,스티브 러셀 / 스페이스워 ,per:product,8
723,FC 지롱댕 드 보르도 / 2008 09,no_relation,0
724,오뚜기 / 이강훈,org:top_members/employees,1
725,박녹주 / 판소리,no_relation,0
726,한화 이글스 / 1999년,no_relation,0
727,베트남 정부 / 하노이,no_relation,0
728,공무원연금공단 / 정남준,org:top_members/employees,1
729,나경은 / 유재석,per:spouse,17
730,경성대학교 / 송수건,org:top_members/employees,1
731,송하예 / 더하기미디어,per:employee_of,6
732,가타오카 시치로 / 일본 제국 해군,per:employee_of,6
733,김대중 / 이희호,per:spouse,17
734,도쿠가와 이에야스 / 에도 막부,no_relation,0
735,반민특위 / 반민족행위특별조사위원회,org:alternate_names,5
736,한국철도공사 / 경원선,no_relation,0
737,정의당 / 노동당,no_relation,0
738,새로운보수당 / 미래통합당,no_relation,0
739,공화국연합 / 자크 시라크,no_relation,0
740,고베 시 / 효고현,no_relation,0
741,시드니 / 오스트레일리아,no_relation,0
742,아냐 미타크 / VfB 포르투나 켐니츠,no_relation,0
743,제주도 / 제주특별자치도,org:alternate_names,5
744,문민정부 / 국민의 정부,no_relation,0
745,노동당 / 진보신당,no_relation,0
746,공화인민당 / CHP,org:alternate_names,5
747,소나타 아티카 / 핀란드,no_relation,0
748,김미화 / 1964년 9월 22일,per:date_of_birth,25
749,백승호 / 수원 삼성 블루윙즈 U 15,no_relation,0
750,황교안 / 박근혜,per:colleagues,14
751,한국동서발전 / 박일준,org:top_members/employees,1
752,삼성 라이온즈 / 1999년,no_relation,0
753,경산교육지원청 / 경상북도교육청,org:member_of,20
754,이스라엘클럽 / 하포엘 텔아비브,org:members,2
755,프랭크 자파 / 1940년 12월 21일,per:date_of_birth,25
756,민주당 / 김대중,no_relation,0
757,한국동서발전 / 박일준,org:top_members/employees,1
758,송광민 / 한화 이글스,no_relation,0
759,제임스 먼로 / James Monroe,per:alternate_names,12
760,광주광역시 / 이용섭,org:top_members/employees,1
761,일라누 / 브라질,per:origin,15
762,아베 신조 / 아베 아키에,per:spouse,17
763,우리당 / 노무현,no_relation,0
764,한국GM / 자동차,org:product,3
765,루자인 알하틀룰 / 사우디아라비아,per:place_of_residence,11
766,김종호 / 대한민국,per:origin,15
767,전두환 / 전재용,per:children,10
768,최인호 / 부산시당 위원장,no_relation,0
769,고려대학교 안산병원 / 1985년,org:founded,18
770,짐 켈러 / 엔지니어,per:title,4
771,통합진보당 / 2011년 12월 13일,no_relation,0
772,기성용 / 한혜진,per:spouse,17
773,코치시 졸탄 / 헝가리,per:place_of_birth,26
774,바디 알자만 / 1517년,per:date_of_death,24
775,김부겸 / 문재인,per:colleagues,14
776,홍난파 / 홍영후,per:alternate_names,12
777,아우구스투스 / 율리우스 카이사르,no_relation,0
778,변희재 / 미디어워치,no_relation,0
779,SS FHA / 친위대 지도본부,org:alternate_names,5
780,류현진 / 한화 이글스,no_relation,0
781,고용희 / 김정일,no_relation,0
782,해태 타이거즈 / 1996,no_relation,0
783,신숙주 / 고령군,per:other_family,13
784,샤를 8세 / 루이 11세,no_relation,0
785,보카 주니어스 / 아르헨티나,org:place_of_headquarters,7
786,갈리마르 / 프랑스,no_relation,0
787,시황제 / 진나라,per:origin,15
788,삼성전자 / AKG,org:members,2
789,보루시아 도르트문트 / 2017,no_relation,0
790,김창익 / 산울림,per:employee_of,6
791,화순군 / 구충곤,org:top_members/employees,1
792,가미오 요코 / 꽃보다 남자,per:product,8
793,첼시 FC / 프리미어 리그,org:member_of,20
794,한국선급 / 이정기,org:top_members/employees,1
795,제95민사여단 / 미국 육군,org:member_of,20
796,정종제 / 광주광역시 행정부시장,per:title,4
797,손경식 / CJ그룹 회장,per:employee_of,6
798,LG화학 / LG그룹,org:member_of,20
799,바르셀로나 / 스페인,org:member_of,20
800,경남대 / 박재규,org:top_members/employees,1
801,옌시산 / 1930년,no_relation,0
802,블루핸즈 / 현대자동차,no_relation,0
803,고흥군 / 송귀근,org:top_members/employees,1
804,엠브라에르 / 브라질,org:place_of_headquarters,7
805,러시아 / 모스크바,org:members,2
806,광양읍 / 광양시,org:member_of,20
807,음갈문왕 / 선덕여왕,per:spouse,17
808,마츠다 유사쿠 / 1949년 9월 21일,per:date_of_birth,25
809,오르토나 / 이탈리아,per:origin,15
810,윤소하 / 정의당,per:employee_of,6
811,아르주나 / 크리슈나,no_relation,0
812,마르그레테 1세 / 발데마르 4세,per:parents,21
813,강지환 / 조태규,per:alternate_names,12
814,버러스 프레더릭 스키너 / 1990년 8월 18일,per:date_of_death,24
815,단대신문 / 단국대학교,org:member_of,20
816,문민정부 / 김영삼,org:top_members/employees,1
817,부천 FC 1995 / 송선호,org:top_members/employees,1
818,노무현 / 대한민국,per:origin,15
819,류호정 / 정의당,per:employee_of,6
820,광주여자대학교 / 이선재,org:top_members/employees,1
821,전남여상 / 최규명,org:top_members/employees,1
822,후지코 F. 후지오 / 도라에몽,per:product,8
823,인천광역시 / 도성훈,org:top_members/employees,1
824,박항서 / 거스 히딩크,per:colleagues,14
825,린나이코리아 / 강영철,org:top_members/employees,1
826,리콴유 / 싱가포르,per:origin,15
827,조석준 / 대한민국 공군 대위,per:title,4
828,아레니우스 / 스웨덴,per:origin,15
829,안산 무궁화 축구단 / 2016년,no_relation,0
830,에어 트랜샛 / 캐나다 퀘벡주 몬트리올,org:place_of_headquarters,7
831,레알 마드리드 / 발데베바스,org:place_of_headquarters,7
832,포천시 / 박윤국,org:top_members/employees,1
833,체 게바라 / 볼리비아,no_relation,0
834,목포시 / 김종식,org:top_members/employees,1
835,광주 상무 축구단 / K리그,org:member_of,20
836,김경기 / 1루수,per:title,4
837,박정희 / 민주공화당,per:employee_of,6
838,신한국당 / 이회창,org:top_members/employees,1
839,월트 디즈니 / 애니메이터,no_relation,0
840,루디 푈러 / 독일 대표팀,no_relation,0
841,FIFPro / 국제축구선수협회,org:alternate_names,5
842,숙의 이씨 / 양평군,per:children,10
843,나희선 / 샌드박스 네트워크,per:employee_of,6
844,정석규 / 신양문화재단,per:employee_of,6
845,원나라 / 명나라,no_relation,0
846,임종식 / 교육감,per:title,4
847,박능후 / 보건복지부 장관,per:title,4
848,고흥군 / 송귀근,org:top_members/employees,1
849,SAO 크라이나 / 크로아티아,no_relation,0
850,아메리칸 항공 / 2001년,no_relation,0
851,중소벤처기업부 / 박영선,org:top_members/employees,1
852,유신정우회 / 한국국민당,no_relation,0
853,제임스 본드 / 이언 플레밍,no_relation,0
854,가네코 후미코 / 1926년 7월 23일,per:date_of_death,24
855,딴지일보 / 김어준,org:top_members/employees,1
856,수페르리가 엘라다 / 그리스,org:place_of_headquarters,7
857,문재인 / 더불어민주당,per:employee_of,6
858,양주시 / 정성호,no_relation,0
